PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Surname,Group,pp,deck,num,side,Transported,expenses,expenses_w_o_na
0119_01,Europa,False,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,Coning,119,1,A,0,P,False,9307.0,9307.0
0119_02,Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Coning,119,2,A,0,P,True,0.0,0.0
0120_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Sacre,120,1,F,25,P,True,0.0,0.0
0122_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,Hayder,122,1,G,21,S,False,773.0,773.0
0123_01,Earth,False,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,Fielson,123,1,F,27,P,False,702.0,702.0
0126_01,Mars,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,Mish,126,1,F,27,S,True,0.0,0.0
0127_01,Mars,False,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,Mesty,127,1,E,7,S,False,1022.0,1022.0
0128_01,Mars,False,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,Fles,128,1,D,3,S,False,3014.0,3014.0
0128_02,Mars,False,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,Fles,128,2,E,8,S,False,2109.0,2109.0
0129_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Fowles,129,1,G,22,S,True,0.0,0.0
0133_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Blie,133,1,F,29,S,True,0.0,0.0
0133_02,Mars,False,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,Blie,133,2,D,5,S,False,2738.0,2738.0
0134_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,Harmontry,134,1,G,17,P,True,744.0,744.0
0136_01,Earth,False,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,,136,1,G,23,S,False,721.0,721.0
0138_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Gambs,138,1,G,18,P,True,0.0,0.0
0138_02,Earth,False,,34.0,False,0.0,22.0,0.0,564.0,207.0,Gambs,138,2,E,5,P,False,793.0,793.0
0139_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Myling,139,1,C,6,S,True,0.0,0.0
0140_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Mejiaddox,140,1,G,19,P,True,0.0,0.0
0140_02,Earth,False,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,Whitakers,140,2,F,29,P,False,902.0,902.0
0141_01,Mars,False,TRAPPIST-1e,31.0,False,,0.0,97.0,0.0,0.0,Harte,141,1,F,30,P,False,,97.0
0144_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,Dayers,144,1,F,31,S,True,630.0,630.0
0146_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Wolferguson,146,1,G,25,S,False,0.0,0.0
0147_01,Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Hubbarrison,147,1,G,26,S,True,0.0,0.0
0148_01,Mars,False,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,Pashe,148,1,F,31,P,False,1158.0,1158.0
0149_01,Earth,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Hubbarrison,149,1,G,27,S,True,0.0,0.0
0151_01,Earth,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Simson,151,1,G,20,P,False,0.0,0.0
0152_01,Earth,False,,41.0,False,0.0,0.0,0.0,0.0,607.0,Estron,152,1,F,32,P,False,607.0,607.0
0160_01,Earth,False,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,Atkinney,160,1,G,22,P,False,4180.0,4180.0
0163_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Hetforhaft,163,1,B,8,P,True,0.0,0.0
0163_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Hetforhaft,163,2,B,8,P,True,0.0,0.0
0164_01,Earth,False,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,,135.0,Hutchinton,164,1,G,28,S,True,,1873.0
0164_02,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Hutchinton,164,2,G,28,S,False,0.0,0.0
0165_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Anche,165,1,F,37,P,True,0.0,0.0
0167_01,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Floaf,167,1,F,35,S,True,0.0,0.0
0167_02,Mars,False,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,Floaf,167,2,F,35,S,False,1572.0,1572.0
0169_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Fisherry,169,1,G,23,P,False,0.0,0.0
0170_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,Mcmahoney,170,1,E,10,S,False,788.0,788.0
0171_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Gordanieves,171,1,G,30,S,True,0.0,0.0
0172_01,Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Johnshines,172,1,G,24,P,True,0.0,0.0
0173_01,Earth,False,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,Grifford,173,1,E,11,S,True,990.0,990.0
0174_01,Earth,False,55 Cancri e,21.0,False,287.0,0.0,16.0,115.0,175.0,Lambles,174,1,F,38,P,False,593.0,593.0
0177_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,Iniouser,177,1,B,2,S,False,27428.0,27428.0
0178_01,Mars,False,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,Knik,178,1,D,6,S,False,3722.0,3722.0
0179_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,Webstephrey,179,1,G,26,P,True,906.0,906.0
0179_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Webstephrey,179,2,G,26,P,False,0.0,0.0
0179_03,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Webstephrey,179,3,G,26,P,True,0.0,0.0
0181_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,3.0,299.0,92.0,Brighttt,181,1,G,27,P,False,394.0,394.0
0182_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Disight,182,1,C,3,P,True,0.0,0.0
0183_01,Earth,False,TRAPPIST-1e,37.0,False,17.0,146.0,426.0,0.0,232.0,Weaves,183,1,F,36,S,True,821.0,821.0
0186_01,Earth,False,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,Shephendry,186,1,G,28,P,False,1018.0,1018.0
0188_01,Earth,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Romez,188,1,G,31,S,True,0.0,0.0
0189_01,Earth,False,55 Cancri e,49.0,False,84.0,3.0,401.0,202.0,98.0,Booters,189,1,E,8,P,False,788.0,788.0
0190_01,Earth,True,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,,190,1,G,32,S,False,0.0,0.0
0192_01,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Adavisons,192,1,G,29,P,True,0.0,0.0
0192_02,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Adavisons,192,2,G,29,P,False,0.0,0.0
0192_03,Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,10.0,898.0,0.0,Adavisons,192,3,G,29,P,False,908.0,908.0
0193_01,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Raf,193,1,F,41,P,True,0.0,0.0
0193_02,Mars,False,TRAPPIST-1e,23.0,False,,0.0,8.0,1072.0,0.0,Raf,193,2,F,41,P,False,,1080.0
0193_03,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Raf,193,3,F,41,P,True,0.0,0.0
0195_01,Mars,False,TRAPPIST-1e,39.0,False,406.0,0.0,867.0,0.0,0.0,Floaf,195,1,F,42,P,True,1273.0,1273.0
0196_01,Mars,False,PSO J318.5-22,25.0,False,1052.0,0.0,719.0,0.0,7.0,Emead,196,1,D,5,P,False,1778.0,1778.0
0197_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,972.0,0.0,795.0,575.0,Dissper,197,1,C,5,P,False,2342.0,2342.0
0198_01,Earth,True,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,Cookson,198,1,G,30,P,True,0.0,0.0
0199_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Morrows,199,1,G,33,S,False,0.0,0.0
0200_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Colomonson,200,1,G,31,P,True,0.0,0.0
0201_01,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Bacistion,201,1,B,3,S,True,0.0,0.0
0201_02,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Bacistion,201,2,B,3,S,True,0.0,0.0
0202_01,Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Embleng,202,1,B,9,P,True,0.0,0.0
0202_02,Europa,False,55 Cancri e,,False,0.0,2433.0,,878.0,443.0,Embleng,202,2,A,2,P,True,,3754.0
0203_01,Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Heateele,203,1,C,8,S,True,0.0,0.0
0205_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,2.0,66.0,0.0,705.0,Oneiles,205,1,G,34,S,False,773.0,773.0
0206_01,Europa,False,55 Cancri e,,False,2.0,1720.0,12.0,1125.0,122.0,Brugashed,206,1,C,9,S,True,2981.0,2981.0
0207_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Mcfaddennon,207,1,G,32,P,False,0.0,0.0
0210_01,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Inicont,210,1,D,6,P,True,0.0,0.0
0211_01,Mars,False,TRAPPIST-1e,29.0,False,902.0,1.0,137.0,0.0,0.0,Appie,211,1,F,44,P,True,1040.0,1040.0
