PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Surname,Group,pp,deck,num,side,expenses,expenses_w_o_na,Transported
3706_02,Mars,False,TRAPPIST-1e,18.0,False,131.0,0.0,980.0,1.0,0.0,Kidie,3706,2,F,770,P,1112.0,1112.0,True
4645_02,Europa,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Bacistion,4645,2,B,184,S,0.0,0.0,True
0765_02,Mars,False,TRAPPIST-1e,23.0,False,755.0,0.0,121.0,,0.0,Burle,765,2,F,142,S,,876.0,False
0809_01,Mars,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,,Meake,809,1,F,151,S,,0.0,True
6205_01,Mars,False,TRAPPIST-1e,27.0,True,55.0,0.0,50.0,1849.0,1.0,Sulie,6205,1,D,189,S,1955.0,1955.0,False
5535_03,Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Arner,5535,3,G,893,S,0.0,0.0,True
3853_01,Earth,False,PSO J318.5-22,18.0,False,16.0,6.0,735.0,0.0,0.0,Herreras,3853,1,F,725,S,757.0,757.0,True
6309_05,Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,,Rodricker,6309,5,G,1023,S,,0.0,True
6095_01,Mars,False,TRAPPIST-1e,29.0,False,3564.0,0.0,802.0,0.0,0.0,Rapie,6095,1,D,192,P,4366.0,4366.0,False
8448_01,Europa,True,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,,Haftical,8448,1,B,278,P,,0.0,True
3821_01,Earth,False,PSO J318.5-22,,False,0.0,2.0,0.0,0.0,867.0,Mcphernard,3821,1,,,,869.0,869.0,False
6779_04,Europa,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Stioutody,6779,4,B,258,S,0.0,0.0,True
6929_01,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Llovers,6929,1,G,1122,P,0.0,0.0,True
2142_01,Mars,True,TRAPPIST-1e,39.0,,0.0,0.0,0.0,0.0,0.0,Pri,2142,1,F,418,S,0.0,0.0,True
8592_01,Europa,False,TRAPPIST-1e,19.0,False,0.0,1406.0,0.0,4199.0,2123.0,Gulthler,8592,1,D,268,P,7728.0,7728.0,False
8447_01,Earth,False,TRAPPIST-1e,25.0,False,1.0,0.0,1.0,14.0,1491.0,Joyneidez,8447,1,F,1734,P,1507.0,1507.0,False
5989_01,,False,TRAPPIST-1e,20.0,False,0.0,0.0,,703.0,0.0,Holcompton,5989,1,F,1141,S,,703.0,False
6963_01,Mars,False,TRAPPIST-1e,20.0,False,3839.0,57.0,1967.0,4.0,2.0,Boste,6963,1,F,1328,S,5869.0,5869.0,False
0969_01,Mars,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Emone,969,1,F,202,P,0.0,0.0,True
8177_01,Earth,False,TRAPPIST-1e,31.0,False,116.0,,298.0,2.0,227.0,Wallerson,8177,1,G,1317,S,,643.0,False
5732_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,53.0,2.0,754.0,Ocherman,5732,1,G,921,P,809.0,809.0,False
0577_01,Earth,False,TRAPPIST-1e,65.0,False,0.0,0.0,521.0,105.0,0.0,Holson,577,1,G,86,P,626.0,626.0,False
0809_04,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Meake,809,4,F,151,S,0.0,0.0,True
6146_01,Europa,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Groforacid,6146,1,B,207,P,0.0,0.0,False
6734_01,Europa,False,55 Cancri e,47.0,False,0.0,2699.0,0.0,671.0,8.0,Sparsaxle,6734,1,C,249,S,3378.0,3378.0,True
2353_01,Earth,False,TRAPPIST-1e,30.0,False,27.0,5412.0,86.0,,0.0,Morgerson,2353,1,G,380,S,,5525.0,True
8605_01,Europa,False,TRAPPIST-1e,67.0,False,0.0,82.0,0.0,2279.0,293.0,Netshaless,8605,1,C,324,S,2654.0,2654.0,False
2311_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,763.0,1.0,66.0,84.0,Cabrewsond,2311,1,G,372,P,914.0,914.0,False
6034_01,Mars,False,PSO J318.5-22,26.0,False,2042.0,0.0,2387.0,10.0,0.0,Pette,6034,1,E,385,P,4439.0,4439.0,True
8362_01,Earth,False,TRAPPIST-1e,19.0,False,49.0,680.0,0.0,0.0,46.0,Briggston,8362,1,F,1720,P,775.0,775.0,True
8383_02,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Gibbsonton,8383,2,G,1368,P,0.0,0.0,False
2602_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Seche,2602,1,E,158,P,0.0,0.0,False
7042_01,Earth,True,PSO J318.5-22,48.0,False,0.0,0.0,,0.0,0.0,Quinnerry,7042,1,G,1138,P,,0.0,False
1980_02,Earth,False,TRAPPIST-1e,29.0,False,1434.0,5.0,0.0,0.0,0.0,Freevenson,1980,2,G,312,S,1439.0,1439.0,False
4422_02,Europa,False,TRAPPIST-1e,29.0,False,0.0,6338.0,0.0,1366.0,89.0,Dinsprody,4422,2,B,172,S,7793.0,7793.0,True
7377_01,Earth,True,PSO J318.5-22,43.0,False,0.0,0.0,0.0,0.0,0.0,Steelerettt,7377,1,G,1186,P,0.0,0.0,False
4099_01,Earth,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Fryersonis,4099,1,G,673,P,0.0,0.0,True
8316_01,Earth,False,55 Cancri e,21.0,False,532.0,4.0,37.0,1.0,0.0,Beckerson,8316,1,F,1709,P,574.0,574.0,False
0454_02,Europa,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Fushausive,454,2,B,15,S,0.0,0.0,True
9032_01,Mars,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Late,9032,1,E,578,P,0.0,0.0,False
3894_01,Earth,False,PSO J318.5-22,18.0,False,0.0,525.0,0.0,0.0,84.0,Vinozarks,3894,1,F,735,S,609.0,609.0,True
8641_02,Mars,False,TRAPPIST-1e,19.0,False,1146.0,0.0,3.0,0.0,0.0,Mille,8641,2,F,1667,S,1149.0,1149.0,False
2552_02,Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,,Vincenton,2552,2,G,408,S,,0.0,True
8797_01,Earth,False,PSO J318.5-22,18.0,False,0.0,3.0,110.0,588.0,0.0,Bradamss,8797,1,F,1705,S,701.0,701.0,False
2299_01,Mars,False,TRAPPIST-1e,35.0,False,174.0,0.0,381.0,0.0,62.0,Ramad,2299,1,F,448,S,617.0,617.0,False
6751_02,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Berle,6751,2,E,446,S,0.0,0.0,False
2449_02,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Nacke,2449,2,E,146,P,0.0,0.0,False
1045_02,Europa,False,TRAPPIST-1e,44.0,False,0.0,2349.0,7.0,815.0,10896.0,Unteckery,1045,2,C,38,P,14067.0,14067.0,False
5290_01,Earth,False,TRAPPIST-1e,31.0,False,1177.0,2.0,0.0,,1.0,Patthews,5290,1,F,1083,P,,1180.0,False
3470_01,Earth,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Byerry,3470,1,G,563,S,0.0,0.0,False
3850_03,Europa,False,TRAPPIST-1e,25.0,False,0.0,6130.0,0.0,36.0,1.0,Unteckery,3850,3,C,137,S,6167.0,6167.0,True
4021_01,Mars,False,TRAPPIST-1e,32.0,False,1843.0,0.0,662.0,0.0,0.0,Buth,4021,1,F,832,P,2505.0,2505.0,False
4433_01,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Guerson,4433,1,G,729,P,0.0,0.0,False
0768_01,Europa,False,55 Cancri e,36.0,False,29.0,12180.0,0.0,93.0,17306.0,Oilloody,768,1,B,32,P,29608.0,29608.0,False
5611_02,Europa,False,TRAPPIST-1e,46.0,False,0.0,3477.0,0.0,1.0,5543.0,Clutchor,5611,2,D,171,S,9021.0,9021.0,False
4371_04,Europa,False,TRAPPIST-1e,25.0,False,0.0,4384.0,4285.0,812.0,360.0,Shricatory,4371,4,C,158,S,9841.0,9841.0,True
0767_01,Earth,False,TRAPPIST-1e,49.0,False,0.0,6.0,679.0,15.0,187.0,Meltonway,767,1,G,116,S,887.0,887.0,False
6853_01,Europa,False,55 Cancri e,31.0,False,0.0,1604.0,4058.0,4094.0,124.0,Cathome,6853,1,C,218,P,9880.0,9880.0,False
2515_01,Europa,False,55 Cancri e,28.0,True,2.0,2144.0,0.0,435.0,5872.0,Forous,2515,1,B,96,S,8453.0,8453.0,False
5814_05,Mars,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Bine,5814,5,D,176,S,0.0,0.0,True
8954_01,Earth,False,PSO J318.5-22,73.0,False,1806.0,0.0,47.0,0.0,0.0,Torrez,8954,1,G,1452,P,1853.0,1853.0,False
8377_01,Mars,False,TRAPPIST-1e,40.0,False,963.0,14.0,320.0,1.0,0.0,Meau,8377,1,E,537,P,1298.0,1298.0,False
6107_01,Earth,False,55 Cancri e,18.0,False,0.0,0.0,0.0,63.0,525.0,Willangsey,6107,1,F,1263,P,588.0,588.0,True
7190_01,Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,,0.0,Rutler,7190,1,G,1171,S,,0.0,True
6059_01,Earth,False,TRAPPIST-1e,28.0,False,8.0,0.0,3949.0,0.0,9.0,Rices,6059,1,G,982,P,3966.0,3966.0,True
9097_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Mille,9097,1,F,1863,P,0.0,0.0,True
1783_02,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,,0.0,Garnettiz,1783,2,G,281,S,,0.0,False
5327_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Ticiay,5327,1,B,183,P,0.0,0.0,False
0212_02,Earth,False,TRAPPIST-1e,35.0,False,147.0,188.0,0.0,10.0,387.0,Workmans,212,2,F,45,P,732.0,732.0,False
0657_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,863.0,0.0,17.0,0.0,,657,1,F,117,S,880.0,880.0,True
5684_04,Europa,True,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Folhal,5684,4,B,218,S,0.0,0.0,True
1806_01,Mars,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Hotte,1806,1,E,138,S,0.0,0.0,False
5180_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,,0.0,Gillock,5180,1,G,835,P,,0.0,True
5689_01,Earth,False,TRAPPIST-1e,34.0,False,233.0,0.0,0.0,1054.0,156.0,Scotterkins,5689,1,F,1180,P,1443.0,1443.0,False
7872_05,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Wardendez,7872,5,G,1267,P,0.0,0.0,True
1731_02,Earth,False,55 Cancri e,20.0,False,1.0,808.0,0.0,0.0,0.0,Santry,1731,2,G,281,P,809.0,809.0,True
2992_01,,False,PSO J318.5-22,49.0,False,0.0,,0.0,160.0,528.0,Sterreray,2992,1,F,570,S,,688.0,False
1001_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Llonovancis,1001,1,G,154,S,0.0,0.0,False
6665_04,Europa,False,55 Cancri e,35.0,False,0.0,2504.0,0.0,0.0,5496.0,Disivering,6665,4,B,222,P,8000.0,8000.0,False
2401_01,Earth,True,PSO J318.5-22,42.0,False,0.0,0.0,0.0,0.0,0.0,Francock,2401,1,G,388,P,0.0,0.0,True
1836_01,Earth,False,TRAPPIST-1e,23.0,False,1639.0,1218.0,0.0,1.0,0.0,Meleon,1836,1,F,362,P,2858.0,2858.0,True
8052_01,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Serry,8052,1,G,1302,S,0.0,0.0,False
2364_01,Earth,False,TRAPPIST-1e,44.0,False,0.0,4.0,6.0,864.0,33.0,Roachez,2364,1,G,381,P,907.0,907.0,True
5767_01,Earth,True,PSO J318.5-22,33.0,False,0.0,0.0,0.0,0.0,0.0,Josesh,5767,1,G,936,S,0.0,0.0,True
5061_01,Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,,0.0,0.0,Patoetic,5061,1,C,196,S,,0.0,True
3182_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,699.0,0.0,0.0,Welltonces,3182,1,F,600,S,699.0,699.0,True
8967_01,Earth,False,TRAPPIST-1e,18.0,False,13.0,822.0,27.0,0.0,46.0,Mayson,8967,1,G,1445,S,908.0,908.0,False
8458_03,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Sempreate,8458,3,C,319,S,0.0,0.0,True
6565_02,Mars,False,TRAPPIST-1e,59.0,False,126.0,0.0,127.0,11.0,1393.0,Emead,6565,2,F,1255,S,1657.0,1657.0,False
6725_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,390.0,60.0,5015.0,211.0,Cratrave,6725,1,C,214,P,5676.0,5676.0,False
1850_01,Earth,False,PSO J318.5-22,54.0,False,0.0,316.0,257.0,0.0,0.0,Schwardson,1850,1,F,356,S,573.0,573.0,False
3784_01,Earth,False,TRAPPIST-1e,77.0,False,0.0,,131.0,3981.0,108.0,Morrencis,3784,1,G,618,P,,4220.0,False
1149_01,Earth,False,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Logannon,1149,1,G,178,S,0.0,0.0,True
7596_01,Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Fralledic,7596,1,C,283,S,0.0,0.0,True
6825_01,Mars,True,,30.0,False,0.0,0.0,0.0,0.0,0.0,Kinad,6825,1,F,1306,S,0.0,0.0,True
6033_01,Mars,False,TRAPPIST-1e,32.0,False,158.0,0.0,139.0,752.0,0.0,Bancy,6033,1,E,384,P,1049.0,1049.0,False
8018_01,Earth,False,TRAPPIST-1e,54.0,False,0.0,0.0,5.0,1268.0,26.0,Popelazquez,8018,1,F,1532,S,1299.0,1299.0,False
1552_01,Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Batestonley,1552,1,G,240,S,0.0,0.0,False
5758_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Mcguirez,5758,1,G,934,S,0.0,0.0,True
1584_01,Earth,False,TRAPPIST-1e,57.0,False,433.0,0.0,0.0,371.0,0.0,Thony,1584,1,F,314,P,804.0,804.0,False
